World War I African American Soldiers: North Carolina: 317 Units						#5	#6																																																																															
FILE	#1	#1	#2	#3	#4	OVERSEAS SERVICE DATES		#7																																																																														
Number	Last	First	City	Date	LAST UNIT	From 	To	Discharge Date																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_11226.txt	Williams	Lewis	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11278.txt	Williams	Matt	Rocky Mount	6/21/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10824.txt	Williams	Ed	Rocky Mount	6/20/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11291.txt	Williams	Nathan	Rocky Mount	11/30/1917	Hq Co 371 Inf	4/7/1918	2/11/1919	2/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11877.txt	Wilson	Bill	Rocky Mount	4/2/1918	MG Co 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_12477.tif	Winstead	Rolland Tyson	Rocky Mount	10/15/1917	365 Inf	6/10/1918	2/24/1919	4/23/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13519.txt	Wyler	Jett	Rocky Mount	2/8/1918	Vet Hosp 3	5/14/1918	6/11/1919	6/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13882.txt	Young	James	Rocky Mount	11/14/1914	Tr M 9 Cav			7/8/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-2-f_06961.txt	Freeman	Percy Frank	Rocky Mountain	10/1/1918	Students Army Tng C Tuskegee Inst Ala			1/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_00336.txt	Hicks	David	Rocky Mountain	4/1/1918	Co L 365	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-d_04362.txt	Mayo	Ed	Rocky Mountain	7/29/1918	Students Army Tng C Tuskegee Inst Ala			12/4/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04415.txt	Thomas	Luther	Rocky Mountain	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-m_16377.txt	Crews	Thomas	Rocky Point	6/20/1918	Co D 532 Engrs	8/22/1918	7/11/1919	7/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-a_00039.txt	Dargin	Henry	Rocky Point	8/22/1918	School for Bakers and Cooks Camp Greene NC			2/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_02320.txt	McMullen	Earl	Rocky Point	4/29/1918	Co B 368 Inf	6/15/1918	2/15/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06477.txt	Moore	Joshua	Rocky Point	4/27/1918	Co K 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-e_06210.txt	Blount	Gus	Roland	6/21/1918	Co A 801 Pion Inf	8/21/1918	4/25/1919	5/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06274.txt	Moore	Ed Thomas	Rooks	6/21/1918	CO D 411 Serv Bn QMC			6/10/1919																																																																														
WW-I-Card_World-War-I-Service-Card-f_06835.txt	Boughton	James	Roper	7/19/1918	Co C 811 Pion Inf			12/13/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08888.txt	Norman	Johnson	Roper	7/19/1918	Co D 520 Engrs	9/1/1918	2/3/1919	2/26/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_10740.txt	Bynum	Sankie	Roscoe	9/1/1918	110 Prov Co Nov Aut Repl Draft			12/17/1918																																																																														
WW-I-Card_World-War-I-Service-Card-2-d_05257.txt	Fennell	Haywood	Rose Hill	4/27/1918	Co K 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-l_15444.txt	Costin	Robert	Rose Hill	4/27/1918	Co L 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-g_09232.txt	Lane	Raleigh	Rose Hill	7/16/1918	153 Dep Brig 			12/13/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-f_07785.txt	Murphy	Willie	Rose Hill	3/30/1918	Co H 365 Inf	7/18/1918	3/18/1919	6/2/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-f_08422.txt	Newkirk	Sherman	Rose Hill	3/30/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-g_09043.txt	Wells	Willie Stokley	Rose Hill	3/30/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10953.txt	Williams	Henry	Rose Hill	6/21/1918	Co I 807 Pion Inf	8/14/1918	7/6/1919	7/14/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_01161-aa.txt	Alston	Lemuel	Rosemary	10/14/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			1/31/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_08095.txt	Brinkley	Ellis	Rosemary	6/20/1918	Co C 801 Pion Inf	9/10/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_01181.txt	Hockaday	Elijah	Rosemary	6/20/1918	Co C 532 Engr Serv Bn	8/22/1918	7/18/1919	7/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_03101.txt	Manly	Eckie	Rosemary	6/20/1918	Rmt Sq 349 			5/10/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-a_00624.txt	Spears	Philip	Rosemary	6/20/1918	Co C 801 Pion Inf	9/8/1918	6/12/1919	7/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-e_06083.txt	Turner	Rasnee	Rosemary	8/2/1918	Hq & Sup Co 304 Stev Regt			3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_11864.txt	Carrington	Otho	Rougemont	7/17/1918	Co K 370 Inf	8/20/1918	2/9/1919	3/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_01820.txt	Holman	Jim	Rougemont	5/1/1918	36 Cons Co ASA			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-h_09730.txt	Buie	Sampson	Rowland	5/17/1918	Co C 448 Res Labor Bn			1/31/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_03174.txt	Manning	Archie	Rowland	11/10/1917	Co A 305 Steve Regt			3/25/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_02346.txt	McNair	James	Rowland	8/2/1918	Co C 545 Engrs	9/22/1918	6/27/1919	7/5/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-d_05069.txt	Miller	Charlie	Rowland	3/31/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04808.txt	Thompson	John	Rowland	3/3/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_04004.txt	Bass	Sylvester	Roxboro	3/29/1918	Co L 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-h_10504.txt	Burton	Robert	Roxboro	11/30/1917	Co A 339 Serv Bn QMC	9/8/1918	8/20/1919	8/26/1919																																																																														
WW-I-Card_World-War-I-Service-Card-m_16429.txt	Crisp	Monroe	Roxboro	11/30/1917	Co D 371 Inf	4/2/1918	1/8/1919	2/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_01817.txt	Dixon	Green Ivey	Roxboro	11/30/1917	Hq Co 371 Inf	4/9/1918	2/11/1919	2/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-j_12621.txt	Harris	James	Roxboro	7/17/1918	Co K 370 Inf	8/23/1918	2/9/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-c_03354.txt	Humphrey	Charlie	Roxboro	11/30/1917	Co G 371 Inf	4/7/1918	Death	10/3/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-d_05273.txt	Johnson	Declinie	Roxboro	12/6/1917	Hq Co 371 Inf	4/9/1918	2/12/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-f_06912.txt	Jones	William	Roxboro	11/30/1917	Co G 371 Inf	4/9/1918	2/12/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_03790.txt	Mason	Arthur	Roxboro	11/30/1917	Co D 371 Inf	4/5/1918	2/11/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06255.txt	Moore	Dave	Roxboro	11/30/1917	Co D 371 Inf			1/5/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-h_11006.txt	Paylor	Moses	Roxboro	11/30/1917	Co G 371 Inf			2/28/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-k_14233.txt	Pulliam	Mathew	Roxboro	6/19/1918	Co 854 TC	9/23/1918	2/12/1919	3/5/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-k_14228.txt	Pulliam	Charlie	Roxboro	11/30/1917	Co G 371 Inf	4/7/1918	2/11/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_18096.txt	Russell	George	Roxboro	7/17/1918	Co K 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_18604.txt	Satterfield	Edgar	Roxboro	3/29/1918	Co L 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-c_03356.txt	Tally	John	Roxboro	11/30/1917	US Mil Mission	3/6/1918	9/18/1919	9/26/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-e_06819.txt	Villines	Henry	Roxboro	11/29/1917	Co D 371 Inf	4/6/1918	2/11/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-j_11959.txt	Hardy	James	Roxobee	4/29/1918	Co F 317 Am Tn	8/22/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-l_15585.txt	Courts	Joe	Ruffin	3/29/1918	Co I 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
